2021-11-15 11:31:18 CARME Slurm ID: 31919
2021-11-15 11:31:18 CARME Slurm ID: 31919
2021-11-15 11:31:18 CARME Slurm ID: 31919
2021-11-15 11:31:18 args = Namespace(arch='resnet50', baseline_model='pretrained_conv12_layer_adaptive_mu_0_02', batch_size=256, data='/home/SSD/Dataset_ImageNet', dist_backend='nccl', dist_url='tcp://192.168.152.45:23456', distributed=True, epochs=90, evaluate=False, gpu=1, lr=0.1, momentum=0.9, multiprocessing_distributed=True, path_to_resume='', path_to_save='retrain_resnet50_pretrained_conv12_layer_adaptive_mu_0_02_20211115-113113', print_freq=1000, pruning_threshold=1e-06, rank=0, run_id='resnet50_pretrained_conv12_layer_adaptive_mu_0_02_20211115-113113', seed=None, start_epoch=0, weight_decay=0.0001, workers=4, world_size=3)
2021-11-15 11:31:18 args = Namespace(arch='resnet50', baseline_model='pretrained_conv12_layer_adaptive_mu_0_02', batch_size=256, data='/home/SSD/Dataset_ImageNet', dist_backend='nccl', dist_url='tcp://192.168.152.45:23456', distributed=True, epochs=90, evaluate=False, gpu=2, lr=0.1, momentum=0.9, multiprocessing_distributed=True, path_to_resume='', path_to_save='retrain_resnet50_pretrained_conv12_layer_adaptive_mu_0_02_20211115-113113', print_freq=1000, pruning_threshold=1e-06, rank=0, run_id='resnet50_pretrained_conv12_layer_adaptive_mu_0_02_20211115-113113', seed=None, start_epoch=0, weight_decay=0.0001, workers=4, world_size=3)
2021-11-15 11:31:18 args = Namespace(arch='resnet50', baseline_model='pretrained_conv12_layer_adaptive_mu_0_02', batch_size=256, data='/home/SSD/Dataset_ImageNet', dist_backend='nccl', dist_url='tcp://192.168.152.45:23456', distributed=True, epochs=90, evaluate=False, gpu=0, lr=0.1, momentum=0.9, multiprocessing_distributed=True, path_to_resume='', path_to_save='retrain_resnet50_pretrained_conv12_layer_adaptive_mu_0_02_20211115-113113', print_freq=1000, pruning_threshold=1e-06, rank=0, run_id='resnet50_pretrained_conv12_layer_adaptive_mu_0_02_20211115-113113', seed=None, start_epoch=0, weight_decay=0.0001, workers=4, world_size=3)
2021-11-15 11:31:20 => loading baseline model 'conv12_lr_0.001_momentum_0.9_wd_0.02_normalization_div_pretrained_True_20211111-151202/small_model_conv12_1e-06.pth.tar'
2021-11-15 11:31:20 => loading baseline model 'conv12_lr_0.001_momentum_0.9_wd_0.02_normalization_div_pretrained_True_20211111-151202/small_model_conv12_1e-06.pth.tar'
2021-11-15 11:31:20 => loading baseline model 'conv12_lr_0.001_momentum_0.9_wd_0.02_normalization_div_pretrained_True_20211111-151202/small_model_conv12_1e-06.pth.tar'
2021-11-15 11:31:20 => loaded baseline model 'conv12_lr_0.001_momentum_0.9_wd_0.02_normalization_div_pretrained_True_20211111-151202/small_model_conv12_1e-06.pth.tar'
2021-11-15 11:31:20 => loaded baseline model 'conv12_lr_0.001_momentum_0.9_wd_0.02_normalization_div_pretrained_True_20211111-151202/small_model_conv12_1e-06.pth.tar'
2021-11-15 11:31:20 => loaded baseline model 'conv12_lr_0.001_momentum_0.9_wd_0.02_normalization_div_pretrained_True_20211111-151202/small_model_conv12_1e-06.pth.tar'
2021-11-15 11:31:30 Computational complexity:       2.6 GMac
2021-11-15 11:31:30 Computational complexity:       2.6 GMac
2021-11-15 11:31:30 Number of parameters:           17.08 M 
2021-11-15 11:31:30 Number of parameters:           17.08 M 
2021-11-15 11:31:30 Computational complexity:       2.6 GMac
2021-11-15 11:31:30 Number of parameters:           17.08 M 
2021-11-15 11:31:50 valid 0000, loss 6.964e-01, top1 90.59, top5 95.29
2021-11-15 11:31:50 valid 0000, loss 6.964e-01, top1 90.59, top5 95.29
2021-11-15 11:31:50 valid 0000, loss 6.964e-01, top1 90.59, top5 95.29
2021-11-15 11:36:11 (JOBID 31919) epoch -1: valid_top1 73.81, valid_top5 91.50, inference time 275.07
2021-11-15 11:36:19 (JOBID 31919) epoch -1: valid_top1 73.81, valid_top5 91.50, inference time 283.51
2021-11-15 11:36:19 (JOBID 31919) epoch -1: valid_top1 73.81, valid_top5 91.50, inference time 284.25
2021-11-15 11:36:38 train 0000, loss 4.637e-01, top1 81.18, top5 97.65
2021-11-15 11:36:38 train 0000, loss 5.435e-01, top1 83.53, top5 95.29
2021-11-15 11:36:38 train 0000, loss 8.709e-01, top1 81.18, top5 90.59
2021-11-15 11:45:19 train 1000, loss 1.218e+00, top1 70.43, top5 88.32
2021-11-15 11:45:19 train 1000, loss 1.212e+00, top1 70.78, top5 88.36
2021-11-15 11:45:20 train 1000, loss 1.220e+00, top1 70.72, top5 88.25
2021-11-15 11:54:00 train 2000, loss 1.201e+00, top1 71.01, top5 88.51
2021-11-15 11:54:00 train 2000, loss 1.204e+00, top1 70.83, top5 88.47
2021-11-15 11:54:00 train 2000, loss 1.205e+00, top1 71.00, top5 88.42
2021-11-15 12:02:42 train 3000, loss 1.202e+00, top1 71.04, top5 88.48
2021-11-15 12:02:42 train 3000, loss 1.203e+00, top1 70.93, top5 88.51
2021-11-15 12:02:42 train 3000, loss 1.199e+00, top1 71.00, top5 88.58
2021-11-15 12:11:27 train 4000, loss 1.210e+00, top1 70.80, top5 88.43
2021-11-15 12:11:27 train 4000, loss 1.204e+00, top1 71.00, top5 88.50
2021-11-15 12:11:27 train 4000, loss 1.205e+00, top1 70.89, top5 88.55
2021-11-15 12:20:08 train 5000, loss 1.216e+00, top1 70.71, top5 88.38
2021-11-15 12:20:08 train 5000, loss 1.213e+00, top1 70.70, top5 88.48
2021-11-15 12:20:08 train 5000, loss 1.212e+00, top1 70.82, top5 88.41
2021-11-15 12:20:36 valid 0000, loss 9.429e-01, top1 81.18, top5 91.76
2021-11-15 12:20:36 valid 0000, loss 9.429e-01, top1 81.18, top5 91.76
2021-11-15 12:20:36 valid 0000, loss 9.429e-01, top1 81.18, top5 91.76
2021-11-15 12:25:02 (JOBID 31919) epoch 0: train time 2646.10, inference time 276.88s, valid_top1 64.37 (best_top1 64.37), valid_top5 85.82
2021-11-15 12:25:16 (JOBID 31919) epoch 0: train time 2646.78, inference time 290.40s, valid_top1 64.37 (best_top1 64.37), valid_top5 85.82
2021-11-15 12:25:18 (JOBID 31919) epoch 0: train time 2655.01, inference time 291.07s, valid_top1 64.37 (best_top1 64.37), valid_top5 85.82
2021-11-15 12:25:31 train 0000, loss 7.741e-01, top1 75.29, top5 98.82
2021-11-15 12:25:16 train 0000, loss 1.261e+00, top1 72.94, top5 85.88
2021-11-15 12:25:32 train 0000, loss 9.904e-01, top1 78.82, top5 92.94
2021-11-15 12:35:25 train 1000, loss 1.264e+00, top1 69.86, top5 88.03
2021-11-15 12:35:25 train 1000, loss 1.247e+00, top1 70.13, top5 88.21
2021-11-15 12:35:25 train 1000, loss 1.256e+00, top1 70.06, top5 88.12
2021-11-15 12:45:19 train 2000, loss 1.280e+00, top1 69.48, top5 87.78
2021-11-15 12:45:19 train 2000, loss 1.283e+00, top1 69.40, top5 87.81
2021-11-15 12:45:19 train 2000, loss 1.280e+00, top1 69.47, top5 87.77
2021-11-15 12:55:16 train 3000, loss 1.302e+00, top1 68.97, top5 87.61
2021-11-15 12:55:16 train 3000, loss 1.302e+00, top1 69.00, top5 87.52
2021-11-15 12:55:17 train 3000, loss 1.301e+00, top1 68.97, top5 87.53
2021-11-15 13:05:21 train 4000, loss 1.319e+00, top1 68.61, top5 87.34
2021-11-15 13:05:21 train 4000, loss 1.323e+00, top1 68.51, top5 87.37
2021-11-15 13:05:21 train 4000, loss 1.320e+00, top1 68.58, top5 87.34
2021-11-15 13:16:13 train 5000, loss 1.344e+00, top1 68.09, top5 87.06
2021-11-15 13:16:14 train 5000, loss 1.339e+00, top1 68.21, top5 87.13
2021-11-15 13:16:14 train 5000, loss 1.340e+00, top1 68.18, top5 87.11
2021-11-15 13:16:38 valid 0000, loss 7.610e-01, top1 84.71, top5 92.94
2021-11-15 13:16:38 valid 0000, loss 7.610e-01, top1 84.71, top5 92.94
2021-11-15 13:16:38 valid 0000, loss 7.610e-01, top1 84.71, top5 92.94
2021-11-15 13:21:12 (JOBID 31919) epoch 1: train time 3085.70, inference time 284.19s, valid_top1 63.29 (best_top1 64.37), valid_top5 85.33
2021-11-15 13:21:19 (JOBID 31919) epoch 1: train time 3070.40, inference time 291.00s, valid_top1 63.29 (best_top1 64.37), valid_top5 85.33
2021-11-15 13:21:31 (JOBID 31919) epoch 1: train time 3072.36, inference time 302.50s, valid_top1 63.29 (best_top1 64.37), valid_top5 85.33
2021-11-15 13:21:43 train 0000, loss 1.378e+00, top1 64.71, top5 83.53
2021-11-15 13:21:37 train 0000, loss 1.755e+00, top1 58.82, top5 80.00
2021-11-15 13:21:46 train 0000, loss 1.323e+00, top1 70.59, top5 83.53
2021-11-15 13:31:10 train 1000, loss 1.429e+00, top1 66.30, top5 86.02
2021-11-15 13:31:10 train 1000, loss 1.432e+00, top1 66.40, top5 86.02
2021-11-15 13:31:10 train 1000, loss 1.418e+00, top1 66.49, top5 86.26
2021-11-15 13:40:14 train 2000, loss 1.451e+00, top1 65.92, top5 85.81
2021-11-15 13:40:14 train 2000, loss 1.454e+00, top1 65.85, top5 85.73
2021-11-15 13:40:14 train 2000, loss 1.444e+00, top1 65.98, top5 85.96
2021-11-15 13:49:28 train 3000, loss 1.470e+00, top1 65.45, top5 85.61
2021-11-15 13:49:28 train 3000, loss 1.478e+00, top1 65.27, top5 85.47
2021-11-15 13:49:28 train 3000, loss 1.475e+00, top1 65.39, top5 85.50
2021-11-15 13:58:55 train 4000, loss 1.498e+00, top1 64.92, top5 85.20
2021-11-15 13:58:55 train 4000, loss 1.501e+00, top1 64.81, top5 85.13
2021-11-15 13:58:55 train 4000, loss 1.497e+00, top1 64.87, top5 85.26
2021-11-15 14:07:52 train 5000, loss 1.525e+00, top1 64.32, top5 84.83
2021-11-15 14:07:52 train 5000, loss 1.520e+00, top1 64.44, top5 84.92
2021-11-15 14:07:52 train 5000, loss 1.517e+00, top1 64.44, top5 85.00
2021-11-15 14:08:17 valid 0000, loss 1.152e+00, top1 80.00, top5 85.88
2021-11-15 14:08:17 valid 0000, loss 1.152e+00, top1 80.00, top5 85.88
2021-11-15 14:08:17 valid 0000, loss 1.152e+00, top1 80.00, top5 85.88
2021-11-15 14:12:53 (JOBID 31919) epoch 2: train time 2812.88, inference time 287.88s, valid_top1 59.89 (best_top1 64.37), valid_top5 83.11
2021-11-15 14:12:53 (JOBID 31919) epoch 2: train time 2794.45, inference time 287.82s, valid_top1 59.89 (best_top1 64.37), valid_top5 83.11
2021-11-15 14:12:55 (JOBID 31919) epoch 2: train time 2805.80, inference time 289.87s, valid_top1 59.89 (best_top1 64.37), valid_top5 83.11
2021-11-15 14:13:09 train 0000, loss 1.533e+00, top1 65.88, top5 88.24
2021-11-15 14:13:09 train 0000, loss 1.589e+00, top1 63.53, top5 82.35
2021-11-15 14:13:11 train 0000, loss 1.521e+00, top1 68.24, top5 87.06
2021-11-15 14:23:02 train 1000, loss 1.605e+00, top1 62.57, top5 83.95
2021-11-15 14:23:02 train 1000, loss 1.604e+00, top1 62.54, top5 83.87
2021-11-15 14:23:02 train 1000, loss 1.611e+00, top1 62.44, top5 83.77
2021-11-15 14:31:59 train 2000, loss 1.630e+00, top1 62.03, top5 83.49
2021-11-15 14:31:59 train 2000, loss 1.635e+00, top1 61.96, top5 83.39
2021-11-15 14:31:59 train 2000, loss 1.631e+00, top1 61.99, top5 83.48
2021-11-15 14:41:09 train 3000, loss 1.658e+00, top1 61.50, top5 83.09
2021-11-15 14:41:09 train 3000, loss 1.658e+00, top1 61.45, top5 83.07
2021-11-15 14:41:09 train 3000, loss 1.660e+00, top1 61.43, top5 83.06
2021-11-15 14:50:24 train 4000, loss 1.678e+00, top1 61.07, top5 82.80
2021-11-15 14:50:24 train 4000, loss 1.682e+00, top1 61.00, top5 82.75
2021-11-15 14:50:24 train 4000, loss 1.682e+00, top1 60.98, top5 82.75
2021-11-15 14:59:24 train 5000, loss 1.703e+00, top1 60.57, top5 82.46
2021-11-15 14:59:24 train 5000, loss 1.699e+00, top1 60.64, top5 82.51
2021-11-15 14:59:24 train 5000, loss 1.702e+00, top1 60.51, top5 82.46
2021-11-15 14:59:50 valid 0000, loss 1.329e+00, top1 72.94, top5 84.71
2021-11-15 14:59:50 valid 0000, loss 1.329e+00, top1 72.94, top5 84.71
2021-11-15 14:59:50 valid 0000, loss 1.329e+00, top1 72.94, top5 84.71
2021-11-15 15:04:29 (JOBID 31919) epoch 3: train time 2804.60, inference time 291.18s, valid_top1 58.01 (best_top1 64.37), valid_top5 81.61
2021-11-15 15:04:29 (JOBID 31919) epoch 3: train time 2804.55, inference time 291.23s, valid_top1 58.01 (best_top1 64.37), valid_top5 81.61
2021-11-15 15:04:31 (JOBID 31919) epoch 3: train time 2802.20, inference time 292.69s, valid_top1 58.01 (best_top1 64.37), valid_top5 81.61
2021-11-15 15:04:45 train 0000, loss 1.404e+00, top1 64.71, top5 87.06
2021-11-15 15:04:45 train 0000, loss 1.993e+00, top1 56.47, top5 75.29
2021-11-15 15:04:45 train 0000, loss 1.910e+00, top1 56.47, top5 76.47
2021-11-15 15:13:41 train 1000, loss 1.776e+00, top1 58.87, top5 81.32
2021-11-15 15:13:41 train 1000, loss 1.788e+00, top1 58.61, top5 81.39
2021-11-15 15:13:41 train 1000, loss 1.783e+00, top1 58.67, top5 81.28
2021-11-15 15:22:43 train 2000, loss 1.802e+00, top1 58.42, top5 80.97
2021-11-15 15:22:43 train 2000, loss 1.807e+00, top1 58.23, top5 80.92
2021-11-15 15:22:43 train 2000, loss 1.800e+00, top1 58.36, top5 81.08
2021-11-15 15:31:50 train 3000, loss 1.828e+00, top1 57.84, top5 80.60
2021-11-15 15:31:50 train 3000, loss 1.821e+00, top1 58.04, top5 80.72
2021-11-15 15:31:50 train 3000, loss 1.823e+00, top1 57.91, top5 80.77
2021-11-15 15:40:57 train 4000, loss 1.843e+00, top1 57.66, top5 80.41
2021-11-15 15:40:57 train 4000, loss 1.845e+00, top1 57.56, top5 80.41
2021-11-15 15:40:58 train 4000, loss 1.847e+00, top1 57.49, top5 80.34
2021-11-15 15:50:19 train 5000, loss 1.863e+00, top1 57.27, top5 80.12
2021-11-15 15:50:19 train 5000, loss 1.862e+00, top1 57.21, top5 80.19
2021-11-15 15:50:19 train 5000, loss 1.867e+00, top1 57.14, top5 80.04
2021-11-15 15:50:43 valid 0000, loss 8.942e-01, top1 82.35, top5 91.76
2021-11-15 15:50:43 valid 0000, loss 8.942e-01, top1 82.35, top5 91.76
2021-11-15 15:50:43 valid 0000, loss 8.942e-01, top1 82.35, top5 91.76
2021-11-15 15:55:16 (JOBID 31919) epoch 4: train time 2763.87, inference time 283.20s, valid_top1 56.00 (best_top1 64.37), valid_top5 80.55
2021-11-15 15:55:18 (JOBID 31919) epoch 4: train time 2762.26, inference time 284.92s, valid_top1 56.00 (best_top1 64.37), valid_top5 80.55
2021-11-15 15:55:19 (JOBID 31919) epoch 4: train time 2763.96, inference time 285.99s, valid_top1 56.00 (best_top1 64.37), valid_top5 80.55
2021-11-15 15:55:31 train 0000, loss 2.024e+00, top1 55.29, top5 77.65
2021-11-15 15:55:32 train 0000, loss 2.088e+00, top1 57.65, top5 75.29
2021-11-15 15:55:32 train 0000, loss 2.033e+00, top1 57.65, top5 81.18
2021-11-15 16:04:35 train 1000, loss 1.915e+00, top1 56.10, top5 79.29
2021-11-15 16:04:35 train 1000, loss 1.926e+00, top1 55.79, top5 79.10
2021-11-15 16:04:35 train 1000, loss 1.931e+00, top1 55.83, top5 79.14
2021-11-15 16:13:36 train 2000, loss 1.941e+00, top1 55.66, top5 78.88
2021-11-15 16:13:36 train 2000, loss 1.947e+00, top1 55.56, top5 78.83
2021-11-15 16:13:36 train 2000, loss 1.946e+00, top1 55.44, top5 78.90
2021-11-15 16:22:42 train 3000, loss 1.960e+00, top1 55.33, top5 78.64
2021-11-15 16:22:42 train 3000, loss 1.962e+00, top1 55.28, top5 78.65
2021-11-15 16:22:42 train 3000, loss 1.960e+00, top1 55.25, top5 78.69
2021-11-15 16:31:49 train 4000, loss 1.974e+00, top1 55.09, top5 78.44
2021-11-15 16:31:49 train 4000, loss 1.977e+00, top1 54.97, top5 78.42
2021-11-15 16:31:50 train 4000, loss 1.976e+00, top1 54.92, top5 78.46
2021-11-15 16:41:01 train 5000, loss 1.987e+00, top1 54.73, top5 78.27
2021-11-15 16:41:01 train 5000, loss 1.989e+00, top1 54.72, top5 78.23
2021-11-15 16:41:01 train 5000, loss 1.987e+00, top1 54.80, top5 78.27
2021-11-15 16:41:25 valid 0000, loss 1.388e+00, top1 75.29, top5 84.71
2021-11-15 16:41:25 valid 0000, loss 1.388e+00, top1 75.29, top5 84.71
2021-11-15 16:41:25 valid 0000, loss 1.388e+00, top1 75.29, top5 84.71
2021-11-15 16:46:19 (JOBID 31919) epoch 5: train time 2758.69, inference time 304.67s, valid_top1 53.59 (best_top1 64.37), valid_top5 78.99
2021-11-15 16:46:19 (JOBID 31919) epoch 5: train time 2755.86, inference time 304.62s, valid_top1 53.59 (best_top1 64.37), valid_top5 78.99
2021-11-15 16:46:20 (JOBID 31919) epoch 5: train time 2756.35, inference time 304.67s, valid_top1 53.59 (best_top1 64.37), valid_top5 78.99
2021-11-15 16:46:33 train 0000, loss 2.025e+00, top1 48.24, top5 82.35
